Date,BP,COP,CVX,EQNR,OKE,PXD,XOM
10/6/2014,43.05,74.96,118.09,25.69,64.1,187.01,94.52
10/7/2014,42.56,73.91,116.02,25.23,62.61,183.03,93.37
10/8/2014,43.15,74.53,117.95,25.88,62.72,185.7,94.61
10/9/2014,41.99,71.44,114.51,24.87,58.8,178,91.82
10/10/2014,41.54,70.36,113.89,24.35,58.33,176.24,91.6
10/13/2014,41.22,68.07,112.03,24.37,55.15,168.03,90.84
10/14/2014,40.61,66.2,109.78,24,53.71,164.78,90.55
10/15/2014,40.63,66.25,109.27,23.42,54.48,171.58,90.22
10/16/2014,40.72,66.93,111.06,22.54,56.55,177.92,90.6
10/17/2014,41.44,68.08,111.8,23.17,57.36,178.68,91.21
10/20/2014,41.16,68.83,111.49,22.83,58.7,179.71,91.77
10/21/2014,42.26,70.59,115.09,23.98,61.11,185.94,93.65
10/22/2014,41.56,69.44,114,23.38,59.77,178.99,93.13
10/23/2014,42.17,70,116.19,23.68,60.46,183.94,94.11
10/24/2014,42.17,70.07,115.91,23.71,61.01,181.11,94.49
10/27/2014,41.95,68.83,115.02,23.08,60.41,176.45,93.71
10/28/2014,42.84,70.22,117.13,23.65,59.88,183.76,95.1
10/29/2014,42.9,70.75,117.14,23.6,59.37,186.1,94.59
10/30/2014,43.11,71.35,117.2,23.16,58.67,185.36,94.45
10/31/2014,43.46,72.15,119.95,22.95,58.94,189.06,96.71
11/3/2014,42.46,70.56,116.78,22.41,58.39,188.14,95.26
11/4/2014,41.65,68.77,115.37,21.47,56.5,180.91,94.52
11/5/2014,41.77,69.88,117.05,22.18,56.5,172.86,95.07
11/6/2014,41.87,71.32,118.53,21.97,55.95,174.83,96.26
11/7/2014,42.06,72.16,118.8,22.46,57.26,176.7,96.59
11/10/2014,41.86,71.6,117.92,22.36,56.19,171.86,96.28
11/11/2014,41.75,71.75,118.44,22.38,56.25,171.78,96.41
11/12/2014,41.18,71.2,117.65,22.08,56.46,170.41,95.38
11/13/2014,40.67,70.35,116.45,21.57,55.65,165.17,94.66
11/14/2014,40.94,71.41,116.32,22.1,55.92,170.63,95.09
11/17/2014,40.9,71.42,115.75,21.82,56.09,165.04,95.11
11/18/2014,41.19,71.67,115.47,22.01,56.48,166.96,94.87
11/19/2014,41.54,72.13,116.47,22.07,56.83,168.84,95.61
11/20/2014,41.77,73.21,117.31,22.29,57.35,172.54,95.82
11/21/2014,42.42,73.64,118.58,22.61,58.42,176.19,96.81
11/24/2014,42.04,73.33,117.59,22.61,58.04,171,95.72
11/25/2014,41.57,71.73,116.15,22.21,57.81,166.71,94.78
11/26/2014,41.59,70.83,115.11,21.83,57.46,160.81,94.48
11/28/2014,39.32,66.07,108.87,19.11,54.16,143.23,90.54
12/1/2014,39.83,67.77,111.73,19.51,51.95,144.84,92.35
12/2/2014,40.72,69.21,114.02,19.42,52.49,146.37,94.19
12/3/2014,41.31,70.8,113.71,19.05,53.22,150.73,94.95
12/4/2014,40.39,69.31,112.28,18.53,53.09,145.53,94.37
12/5/2014,39.98,67.85,110.87,18.1,52.5,143,93.82
12/8/2014,38.87,65.03,106.8,17.48,48.34,133.37,91.7
12/9/2014,38.52,64.96,107.01,17.47,48.42,136.33,91.38
12/10/2014,37.74,63.54,104.86,17.05,44.65,131.55,88.67
12/11/2014,37.33,63.61,104.91,16.71,45.67,130.6,89.2
12/12/2014,36.24,62.45,102.38,16.23,44.86,131.25,86.6
12/15/2014,34.94,61.69,100.86,15.82,44.32,132.17,86.9
12/16/2014,35.76,63.22,101.7,16.29,44.3,134.8,86.41
12/17/2014,37.69,66.94,106.02,17.27,47.49,144.8,89.02
12/18/2014,38.32,69.75,109.03,18.01,49.22,147.94,91.16
12/19/2014,39.4,70.98,112.93,18.35,49.54,152.7,93.64
12/22/2014,39.1,69.52,112.03,18.15,49.78,149.91,93.33
12/23/2014,39.12,71.05,113.95,18.25,50.38,152.44,94.59
12/24/2014,38.95,70.13,113.47,18.02,50.71,150.84,93.78
12/26/2014,38.98,69.88,113.25,18,49.86,151.24,93.21
12/29/2014,39.03,70.11,113.32,17.83,50.21,153.3,93.07
12/30/2014,38.36,69.93,113.11,17.77,49.96,150.07,93.02
12/31/2014,38.12,69.06,112.18,17.61,49.79,148.85,92.45
1/2/2015,38.12,68.92,112.58,17.42,49.92,149.89,92.83
1/5/2015,36.1,65.64,108.08,16.49,47.06,139.83,90.29
1/6/2015,35.83,62.93,108.03,16.33,45.1,139.46,89.81
1/7/2015,35.92,63.35,107.94,16.74,44.77,137.93,90.72
1/8/2015,36.73,64.93,110.41,17.08,45.26,141.41,92.23
1/9/2015,36.58,64.92,108.21,17.1,43.72,142.52,92.1
1/12/2015,36.05,63.07,105.88,16.34,41.1,134.93,90.33
1/13/2015,35.96,62.44,104.2,16.54,40.23,137.89,90
1/14/2015,35.67,62.62,103.9,16.81,42.32,142.23,89.74
1/15/2015,35.73,61.41,102.67,16.94,42.3,141.31,88.96
1/16/2015,37.86,63.08,105.12,17.6,42.89,149.97,91.12
1/20/2015,37.69,63.19,106.47,17.09,43.69,147.38,91.09
1/21/2015,38.82,64.54,108.16,17.86,45.37,152.94,91.87
1/22/2015,38.98,65.3,108.92,18.05,44.5,152.46,92.87
1/23/2015,38.9,64.65,106.85,17.6,44.06,152.86,90.89
1/26/2015,39.92,65.82,108.88,17.6,45.03,155.03,91.76
1/27/2015,40.21,65.54,108.26,17.39,44.69,155.12,90.95
1/28/2015,38.88,62.58,103.71,16.67,42.17,144.55,87.95
1/29/2015,38.75,62.82,103,16.58,43.03,146.26,87.58
1/30/2015,38.83,62.98,102.53,16.8,44.03,150.53,87.42
2/2/2015,39.86,65.77,106.06,17.96,45.19,157.12,89.58
2/3/2015,41.1,67.74,109.53,18.89,46.78,161.62,92.25
2/4/2015,40.45,65.87,108.35,17.98,45.47,157.51,91.46
2/5/2015,41.38,67.57,109.31,18.45,47.22,158.59,92.36
2/6/2015,41.17,67.49,109.61,18.53,46.88,156.65,91.5
2/9/2015,41.61,67.85,110.43,19.44,46.2,154.12,91.56
2/10/2015,41.25,67.99,110.18,18.95,46.13,153.12,91.01
2/11/2015,40.35,67.88,109.98,18.45,45.67,146.97,90.6
2/12/2015,41.34,68.04,110.86,18.57,47.28,148.14,92.37
2/13/2015,41.93,69.88,112.78,19.5,47.32,157.85,93.37
2/17/2015,41.78,69.47,112.4,19.62,48.51,157.66,93.05
2/18/2015,41.75,67.73,110.44,19.43,48.22,156.95,91.01
2/19/2015,41.19,67.42,108.35,18.69,47.5,160.16,89.44
2/20/2015,41.28,67.38,108.6,18.9,47.67,158.76,89.92
2/23/2015,41.22,66.92,107.86,18.57,47.42,156.2,89.01
2/24/2015,41.59,67.09,107.96,19.06,45.1,157.37,89.42
2/25/2015,41.91,67.53,108.58,19.27,45.39,160.35,89.6
2/26/2015,41.36,65.85,107.06,18.92,43.97,156.03,88.65
2/27/2015,41.44,65.2,106.68,18.81,44.26,152.52,88.54
3/2/2015,41.3,64.4,105.9,18.52,44.07,154.75,88.04
3/3/2015,41.74,64.78,105.16,18.62,45.23,159.5,87.62
3/4/2015,41.53,64.25,105.16,18.55,45.03,163.01,87.18
3/5/2015,41.18,63.33,104.73,18.69,45.99,160.44,86.74
3/6/2015,40.35,62.79,103.55,18.32,47.13,156.17,85.63
3/9/2015,40.28,61.97,103.95,17.97,46.99,153.21,85.16
3/10/2015,39.04,60.87,102.91,17.09,46.37,151.98,84.26
3/11/2015,38.23,61.3,103.54,16.82,46.11,153.14,84.02
3/12/2015,38.16,61.36,102.42,16.76,46.34,153.27,84.22
3/13/2015,37.6,61.64,101.62,16.53,44.87,154.64,83.87
3/16/2015,37.55,62.4,103.13,16.25,45.13,157,84.76
3/17/2015,37.82,62.01,103.17,16.38,45.78,156.52,84.08
3/18/2015,39.35,63.64,106.7,16.92,47.43,158.25,86.07
3/19/2015,38.97,62.76,104.75,17.1,46.42,158.74,84.41
3/20/2015,40.1,63.84,107.03,17.72,47.37,163.56,84.54
3/23/2015,40.14,63.23,105.92,17.91,48.62,159.01,85.43
3/24/2015,39.51,62.55,104.2,17.93,46.95,158,84.52
3/25/2015,40.01,63.05,105.67,17.95,47.06,162.05,84.86
3/26/2015,39.81,63.24,105.25,18.19,47.16,164.01,84.32
3/27/2015,39.61,62.93,104.28,17.89,47.05,163.61,83.58
3/30/2015,39.84,64,106.9,17.85,48.04,166.5,85.63
3/31/2015,39.11,62.26,104.98,17.59,48.24,163.51,85
4/1/2015,39.5,63.02,104.79,17.86,48.34,166.88,84.46
4/2/2015,39.65,63.18,105.28,18.02,48.07,170.94,84.3
4/6/2015,40.13,65.39,106.92,18.41,48.87,173.58,85.13
4/7/2015,40.25,65.79,108.54,18.81,48.45,171.86,85.75
4/8/2015,40.77,64.81,106.66,18.66,47.67,170.45,84.06
4/9/2015,41.35,67,106.95,18.84,48.08,174.59,84.65
4/10/2015,41.54,66.53,106.91,19.02,48.25,172.52,85.56
4/13/2015,41.23,66.34,106.5,18.8,47.65,172,85.34
4/14/2015,41.8,68.36,108.84,19.55,49.2,176.13,86.63
4/15/2015,42.42,69.4,110.41,20.18,51.07,179.94,88.08
4/16/2015,42.55,69.01,110.16,20.3,50.34,180.23,87.73
4/17/2015,42.89,67.69,109.11,19.93,49.54,177.93,86.93
4/20/2015,42.82,68.61,110.29,19.66,49.13,177.21,87.24
4/21/2015,42.78,68.02,109.73,19.38,48.06,173.57,86.88
4/22/2015,43.24,67.88,109.5,19.34,48.94,172.93,87.46
4/23/2015,43.6,68.26,109.97,19.86,49.26,175.16,87.54
4/24/2015,43.46,67.51,109.87,19.88,49.23,174.1,86.97
4/27/2015,43.04,67.06,109.7,20.11,48.57,171.41,87.01
4/28/2015,43.48,67.74,111.12,20.38,48.24,172.18,87.8
4/29/2015,43.59,68.06,111.73,20.47,48.59,174.83,87.87
4/30/2015,43.16,67.92,111.06,21.23,48.1,172.78,87.37
5/1/2015,43.23,67.44,109.04,21.02,48.66,171.56,88.85
5/4/2015,43.41,67.02,108.32,20.82,48.12,168.33,89.11
5/5/2015,43.1,67.2,108,20.85,47.95,163.05,88.61
5/6/2015,42.5,67.23,107.95,21.23,44.84,159.9,88.19
5/7/2015,41.83,66.62,107.57,20.59,43.92,159.57,87.6
5/8/2015,42.71,67.17,108.65,21.03,44.75,159.06,88.99
5/11/2015,42.58,65.28,107.36,20.64,43.38,152.99,86.78
5/12/2015,42.69,65.4,107.56,21.13,43.36,154.54,87.02
5/13/2015,42.77,65.39,107.7,21.31,44.51,151.89,86.56
5/14/2015,42.96,65.42,108.45,21.29,44.64,153.24,86.97
5/15/2015,42.81,65.76,108.03,21.15,45.69,154.67,87.35
5/18/2015,42.39,66.04,106.65,20.56,45.85,157.68,86.85
5/19/2015,41.83,65.12,105.02,19.62,45.11,152.97,86.99
5/20/2015,42.08,64.78,105.25,19.69,45.15,152.02,87.13
5/21/2015,42.9,65.58,105.49,19.97,45.09,156,87.21
5/22/2015,42.5,65.11,104.89,19.62,44.15,154.87,86.52
5/26/2015,41.63,63.84,103.29,18.82,43.65,153.2,85.35
5/27/2015,41.79,63.82,103.11,18.79,43.1,151.53,85.11
5/28/2015,41.55,63.86,103.24,18.62,42.21,148.69,85.11
5/29/2015,41.46,63.68,103,18.58,41.92,147.83,85.2
6/1/2015,40.95,63.61,102.63,18.16,41.31,149.77,85.13
6/2/2015,41.5,64.07,102.58,18.86,41.57,153.49,85.14
6/3/2015,41.23,63.8,102.17,18.65,40.69,150.92,84.95
6/4/2015,40.62,63,101.39,18.34,39.75,148.69,84.22
6/5/2015,40.56,63.04,101.59,18.19,39.89,151.51,84.28
6/8/2015,40.53,63.43,100.42,18.29,39.46,148.94,84.85
6/9/2015,40.55,63.06,100.42,18.34,39.44,148.77,84.58
6/10/2015,41.28,64.02,101.83,18.88,39.32,150.8,85.21
6/11/2015,41.42,64.03,101.12,18.5,39.38,149.81,85.09
6/12/2015,40.8,63.51,99.87,18.44,38.83,147.59,84.02
6/15/2015,40.92,63.27,99.29,18.11,39.02,147.49,83.72
6/16/2015,40.91,63.43,100.04,18.16,38.95,149.3,84.68
6/17/2015,41.21,63.09,99.76,18.53,39.21,145.47,84.73
6/18/2015,41.26,62.93,100.25,18.25,39.27,143.44,85.48
6/19/2015,41.15,62.35,99.47,18.43,39.04,142.63,85.21
6/22/2015,41.52,62.58,100.29,18.53,40.79,141.86,85.17
6/23/2015,41.54,63.17,100.09,18.37,40.64,142.5,85.07
6/24/2015,41.83,62.83,99.27,18.51,40.36,141.96,84.68
6/25/2015,41.89,62.22,98.34,18.31,39.31,142.24,83.93
6/26/2015,41.35,62.18,98.6,18.44,39.92,140,83.86
6/29/2015,40.31,61.01,96.69,17.89,39.11,137.38,82.82
6/30/2015,39.96,61.41,96.47,17.9,39.48,138.69,83.2
7/1/2015,39.27,60.03,96.09,17.25,38.8,136.23,82.37
7/2/2015,41.29,60.52,95.87,17.56,39.22,138.18,83.14
7/6/2015,39.91,59.06,94.77,16.74,37.93,133.06,82.53
7/7/2015,39.71,59.65,95.27,16.9,39.12,136.04,82.87
7/8/2015,39.15,58.36,93.56,16.55,38.51,134.84,81.97
7/9/2015,39.13,58.67,93.78,16.87,39.14,138.66,81.6
7/10/2015,39.9,59.13,94.41,17.23,39.54,134.46,82.22
7/13/2015,39.96,58.93,94.6,16.91,41.2,136.55,82.42
7/14/2015,40.33,59.53,95.55,17.31,41.4,137.02,83.11
7/15/2015,40.04,58.42,94.24,16.99,40.63,132.58,82.76
7/16/2015,39.54,57.95,94.48,17.25,40.98,130.07,82.91
7/17/2015,39.12,57.2,93.15,17.04,40.39,128.36,82.61
7/20/2015,38.75,56.57,92.94,16.73,39.09,124.56,81.76
7/21/2015,38.73,56.49,93.9,17.09,39.48,123.58,81.66
7/22/2015,37.91,55.83,93.51,16.71,38.3,125,81.79
7/23/2015,37.3,54.04,92.94,16.69,38.67,125.78,81.14
7/24/2015,36.57,52.09,90.6,16.24,37.68,123.51,79.94
7/27/2015,36.05,50.65,89.14,15.84,37.87,121.41,79.26
7/28/2015,37.29,52.24,92.4,16.48,38.76,126.8,82.48
7/29/2015,37.39,52.9,93.25,17.12,40,130.56,83.14
7/30/2015,37.68,52.07,93.03,17.27,37.91,129.94,83.01
7/31/2015,36.97,50.34,88.48,16.91,37.79,126.77,79.21
8/3/2015,36.48,49.71,85.6,16.37,36.57,123.41,78.06
8/4/2015,36.54,49.87,85.21,16.47,35.69,124.83,77.17
8/5/2015,35.87,49.12,84.03,16.52,34.82,125.6,77.17
8/6/2015,35.88,50.28,85.19,16.66,35.31,128.27,78.09
8/7/2015,35.68,48.84,83.75,16.6,34.32,124.48,76.83
8/10/2015,36.28,50.2,85.89,16.97,35.7,127.17,78.75
8/11/2015,36.05,50.4,85.78,16.5,36.04,127.92,77.49
8/12/2015,36.44,51.54,86.79,16.96,37.76,130.42,78.79
8/13/2015,35.92,50.1,85.85,16.29,36.34,127.01,78.65
8/14/2015,35.77,49.77,85.99,15.98,36.28,127.58,78.36
8/17/2015,35.53,49.56,83.23,15.97,36.59,127.13,78.77
8/18/2015,35.25,49.51,83.44,15.78,35.62,129.04,77.9
8/19/2015,34.66,47.68,80.91,15.18,34.99,125.01,76.23
8/20/2015,34.38,47,79.24,15.05,34.88,123,74.57
8/21/2015,33.17,45.39,75.76,14.73,34.13,118.95,72.13
8/24/2015,31.19,42.93,72.12,13.99,32.17,111.13,68.72
8/25/2015,30.71,42.19,70.02,13.89,31.63,107.24,68.71
8/26/2015,31.1,43.41,73.09,14.45,32.56,108.86,72.5
8/27/2015,33.03,45.87,77.64,15.15,34.48,115.38,74.85
8/28/2015,33.26,46.82,80.43,15.35,35.63,121.27,75.07
8/31/2015,33.54,49.15,80.99,15.49,36.01,123.06,75.24
9/1/2015,32.14,47.75,78.19,14.77,34.94,115.21,72.08
9/2/2015,32.2,48.19,78.06,15.02,35.34,118.43,73.23
9/3/2015,32.41,48.18,78.26,15.11,35.67,119.12,73.79
9/4/2015,30.7,47.2,76.67,14.6,35.4,118.38,72.46
9/8/2015,31.41,48.46,76.84,14.87,36.43,121.7,73.5
9/9/2015,30.9,47.85,74.92,14.56,35.84,118.95,72
9/10/2015,31.21,48.43,75.66,14.72,36.16,121.26,72.52
9/11/2015,31.01,47.36,75.79,14.41,35.19,118.36,72.69
9/14/2015,30.68,46.77,75.77,14.27,34.5,117,72.49
9/15/2015,31.11,47.28,77.17,14.59,34.85,117.3,72.86
9/16/2015,32.13,49.47,79.02,15.31,36.07,123.34,74.3
9/17/2015,32.11,50.13,79.41,15.28,36.28,123.84,74.46
9/18/2015,31.09,48.36,77.74,14.76,35.74,121.87,72.68
9/21/2015,31.06,48.75,78.09,14.86,36.49,123.82,73.39
9/22/2015,30.39,48.62,77.25,14.6,36.71,122.89,72.74
9/23/2015,29.92,47.86,76.12,14.25,35.33,120.96,72.3
9/24/2015,30.16,47.76,76.89,14.2,34.83,123.18,72.73
9/25/2015,30.43,47.19,77.7,14.34,35.19,122.34,73.23
9/28/2015,29.38,45.85,75.77,13.85,33,117.05,72.6
9/29/2015,29.63,46.57,76.25,14.17,30.86,118.45,72.97
9/30/2015,30.56,47.96,78.88,14.56,32.2,121.64,74.35
10/1/2015,30.96,48.16,78.34,14.83,32.78,122.87,74.06
10/2/2015,32.52,51.19,81.55,15.64,34.6,132.23,75.88
10/5/2015,33.49,52.98,84.03,15.89,36.94,133.51,76.81
10/6/2015,34.31,55.14,86.99,16.75,37.84,136.07,77.89
10/7/2015,35.71,55.27,88.12,17.37,38.87,136.09,79.2
10/8/2015,35.96,56.28,89.91,17.63,39.1,138.53,80.03
10/9/2015,35.96,56.1,89.57,17.58,39.58,136.96,79.26
10/12/2015,35.37,55.27,88.74,17.11,38.8,134,79.3
10/13/2015,34.73,55.04,88.38,16.75,38.13,131.89,79.16
10/14/2015,35.32,55.46,89.76,17.23,37.81,133.24,80.16
10/15/2015,35.68,55.23,90.72,17.53,38.61,136.58,81.48
10/16/2015,35.86,55.23,91.29,17.74,38.83,140.57,82.48
10/19/2015,34.94,53.69,90.03,17.14,38.33,133.44,80.99
10/20/2015,34.97,53.54,89.99,17.14,38.13,136.37,80.83
10/21/2015,35.14,52.97,89.33,16.94,37.4,134.66,80.21
10/22/2015,35.92,54.58,91.62,17.32,36.68,136.89,82.89
10/23/2015,35.72,54.61,91.24,17.13,36.23,137.39,82.98
10/26/2015,35.05,52.95,88.77,16.82,34.6,134.68,81.22
10/27/2015,34.82,51.69,87.7,16.25,33.27,132.14,81.09
10/28/2015,35.74,53.34,89.79,16.3,33.64,137.67,82.28
10/29/2015,35.71,53.62,89.89,15.97,33.28,138.03,82.23
10/30/2015,35.7,53.35,90.88,16.16,33.92,137.14,82.74
11/2/2015,36.28,54.94,94.96,16.28,34.4,138.6,85.28
11/3/2015,37.23,56.73,98.14,17.06,34.07,147.78,86.85
11/4/2015,36.36,56.34,96.77,16.6,33.56,144.92,85.98
11/5/2015,35.55,56.28,94.55,16.49,31.37,145.42,84.81
11/6/2015,35.13,55.77,94.03,16.23,31.6,144.1,84.47
11/9/2015,34.88,54.64,92.32,16.15,30.8,145.86,81.95
11/10/2015,34.77,54.65,93.23,16.14,30.78,146.86,82.35
11/11/2015,34.39,53.44,92.19,15.74,29.5,140.7,81.62
11/12/2015,33.5,51.97,89.86,14.9,28.22,140.01,79.41
11/13/2015,33.38,51.83,88.68,15,28.49,140.93,78.1
11/16/2015,34.48,54.37,91.45,15.42,29.72,143.79,80.9
11/17/2015,34.18,53.9,91.03,15.19,28.46,142.32,79.96
11/18/2015,35.1,54.48,92.21,15.69,29.3,144.33,80.74
11/19/2015,35.25,53.56,90.83,15.53,28.98,141.1,80.3
11/20/2015,34.43,52.93,89.01,15.32,28.6,141.21,79.79
11/23/2015,34.42,53.28,90.01,15.32,29.09,143.6,80.28
11/24/2015,34.99,55.32,91.35,15.82,30.28,147.94,81.88
11/25/2015,34.99,54.38,90.87,15.56,30.41,146.58,81.25
11/27/2015,34.83,53.48,90.37,15.36,29.46,144.63,81.23
11/30/2015,34.6,54.05,91.32,15.37,29.48,144.75,81.66
12/1/2015,34.77,54.61,92.48,15.7,29.21,149.25,81.89
12/2/2015,33.82,52.55,90.25,15.34,26.99,143.82,79.55
12/3/2015,33.26,51.61,88.85,15.52,26.79,145.18,78.41
12/4/2015,32.67,51.19,89.71,14.95,24.8,146.1,78.86
12/7/2015,31.26,48.99,87.28,14.21,21.62,137.51,76.8
12/8/2015,31.27,48.3,86.44,14.09,21.46,140.35,74.63
12/9/2015,31.81,48.47,87.6,14.31,22.2,143.1,75.63
12/10/2015,31.8,49.22,89.3,14.27,22.3,145.39,75.69
12/11/2015,30.79,48.13,86.44,13.89,20.31,139.99,74.34
12/14/2015,30.22,49.53,89.33,14.06,20.6,141.11,76.03
12/15/2015,30.75,50.56,92.76,14.45,21.34,144.58,79.43
12/16/2015,30.87,49.35,93.44,14.39,20.88,134.4,79.15
12/17/2015,30.35,47.28,90.54,13.71,19.86,130.51,77.96
12/18/2015,30.15,45.93,89.81,13.59,18.93,121.28,77.28
12/21/2015,30.13,45.1,89.24,13.42,21.85,115.71,77.26
12/22/2015,30.79,46.28,90.27,13.64,23.12,116.55,77.65
12/23/2015,32.35,49.03,93.81,14.37,24.29,125.84,80.19
12/24/2015,32.12,48.59,92.05,14.31,24.12,125.02,79.33
12/28/2015,31.71,47.19,90.36,14.02,24.12,121.58,78.74
12/29/2015,31.87,47.77,91.25,14.2,24.05,124.46,79.16
12/30/2015,31.31,46.6,90.09,13.88,23.44,124.47,78.11
12/31/2015,31.26,46.69,89.96,13.96,24.66,125.38,77.95
1/4/2016,31.06,46.88,88.85,13.86,25.35,124.35,77.46
1/5/2016,30.93,47.4,89.61,13.59,25.37,125.17,78.12
1/6/2016,30.3,45.35,86.07,13.06,24.22,116.15,77.47
1/7/2016,29.43,44.06,83.02,12.76,22.78,116.42,76.23
1/8/2016,28.91,43.29,82.13,12.41,23.05,115.84,74.69
1/11/2016,28.84,41.12,80.77,11.95,22.61,113.51,73.69
1/12/2016,28.65,40.25,82.15,11.8,21.85,113.24,75.2
1/13/2016,28.77,39,81.33,11.56,20.97,114.2,75.65
1/14/2016,30.83,41.25,85.47,12.16,22.78,115.96,79.12
1/15/2016,29.16,39.36,83.67,11.83,21.94,113.14,77.58
1/19/2016,28.92,36.4,81.51,11.79,20.79,111.62,76.4
1/20/2016,28.46,34.75,78.98,11.38,20.04,109.04,73.18
1/21/2016,29.46,36.91,81.05,11.87,22.62,111.8,74.1
1/22/2016,30.35,37.67,83.54,12.51,25.1,113.5,76.57
1/25/2016,29.47,34.2,80.89,11.9,23.62,107.75,73.98
1/26/2016,30.74,35.35,84.12,12.54,24.3,113.54,76.7
1/27/2016,30.68,36.21,83.29,12.51,23.13,113.9,75.29
1/28/2016,31.89,38.02,85.92,13.31,23.91,120.01,76.99
1/29/2016,32.37,39.08,86.47,13.6,24.91,123.95,77.85
2/1/2016,31.7,38.6,85.29,13.16,23.44,122.29,76.29
2/2/2016,29.02,36.59,81.24,12.49,23.12,121.52,74.59
2/3/2016,29.66,38.63,84.62,13.19,24.64,127.32,78.48
2/4/2016,30.61,35.32,84.79,13.84,25.49,124.49,79.83
2/5/2016,30.46,32.9,82.88,14,25.54,118.8,80.08
2/8/2016,29.92,34.43,85.99,13.96,23.16,115.19,81.16
2/9/2016,28.95,33.58,82.92,13.45,20.63,111.29,80.08
2/10/2016,28.04,32.34,83.04,13.13,20.91,108.79,79.35
2/11/2016,27.64,31.88,82.99,13.09,19.62,110.75,79.6
2/12/2016,29.02,32.9,85.43,13.63,20.18,115.36,81.03
2/16/2016,29.06,32.76,84.81,13.37,21.03,115.45,81.22
2/17/2016,29.95,33.91,88.31,14.14,21.73,124.55,82
2/18/2016,29.78,33.7,86.73,14,21.19,121.36,82.45
2/19/2016,29.75,32.87,86.5,13.94,20.66,122.99,82.5
2/22/2016,30.3,34.45,88.82,14.37,21.4,125.01,82.39
2/23/2016,29,32.92,84.91,13.92,21.31,119.57,81.23
2/24/2016,28.54,32.96,85.27,13.84,21.52,119.33,81.52
2/25/2016,28.66,33.06,85.3,13.98,21.37,120.49,82.01
2/26/2016,29,34.12,84.35,14.29,23.01,123.37,81.75
2/29/2016,29.09,33.83,83.44,14.56,24,120.53,80.15
3/1/2016,29.63,34.46,86.13,14.78,24.2,128.1,81.28
3/2/2016,30.21,36.49,87.14,15.14,25.57,131.25,82.7
3/3/2016,30.87,38.56,87.53,15.38,26.6,128.27,82.4
3/4/2016,31.15,41.12,87.93,15.87,26.36,128.8,82.29
3/7/2016,31.5,41.4,90.67,15.94,27.63,130.64,84.46
3/8/2016,30.07,38.62,88.74,15.2,26.22,125.65,82.63
3/9/2016,30.3,39.05,92.82,15.52,26.47,128.68,82.4
3/10/2016,29.83,39.03,93.94,15.28,27.43,129.49,82.18
3/11/2016,30.55,40.52,94.58,15.48,28.31,137.04,82.19
3/14/2016,29.95,40.01,94.26,15.41,28.18,135.39,82.41
3/15/2016,29.64,39.83,94.27,15.12,27.72,135.59,82.82
3/16/2016,30.51,41.87,95.4,15.53,29.51,137.48,82.87
3/17/2016,31.54,43.01,96.89,15.95,30.22,142.25,84.1
3/18/2016,31.33,43.02,97.69,16.01,30.82,143.08,84.2
3/21/2016,31.12,42.58,96.44,15.84,29.69,142.08,83.62
3/22/2016,30.94,41.92,95.5,15.82,30.21,140.2,84.12
3/23/2016,30.2,39.85,93.59,15.02,28.44,136.77,83.75
3/24/2016,30.42,40.04,94.85,15.16,28.68,139.19,83.98
3/28/2016,30.42,39.68,94.68,15.24,28.33,137.46,84.22
3/29/2016,30.35,39.62,95.32,15.15,28.46,139.84,84.53
3/30/2016,30.93,40.08,95.25,15.68,29.04,140.41,84.52
3/31/2016,30.18,40.27,95.4,15.56,29.86,140.74,83.59
4/1/2016,29.57,39.78,94.26,15.18,28.73,139.76,82.96
4/4/2016,29.58,39.1,93.43,14.8,28.37,138.44,83.16
4/5/2016,28.93,39.04,92.67,14.66,28.43,141.04,82.21
4/6/2016,29.3,40.75,94.84,14.98,29.22,142.93,83.31
4/7/2016,29.13,40.31,94.79,14.87,28.95,141.78,82.37
4/8/2016,30.15,41.23,96.33,15.37,29.99,144.77,83.21
4/11/2016,30.31,41.19,95.24,15.58,30.05,142.55,83.32
4/12/2016,31.2,43.47,97.51,16.12,32.35,147.41,84.35
4/13/2016,31.38,43.58,97.6,16.1,31.86,146.65,84.83
4/14/2016,30.92,44.22,97.98,16.13,31.73,149.66,85.43
4/15/2016,30.65,43.7,97.23,15.82,31.67,144.13,84.97
4/18/2016,31.06,45,98.7,15.93,32.16,147.33,85.78
4/19/2016,31.76,47.06,100.5,16.52,34.39,152.17,86.21
4/20/2016,31.86,47.08,101.69,16.8,34.8,154.73,86.8
4/21/2016,31.74,46.23,101.4,16.8,34.81,150.63,86.79
4/22/2016,32.15,47.62,102.01,16.86,35.81,153.15,87.53
4/25/2016,31.79,46.27,101.51,16.57,35.38,153.5,87.33
4/26/2016,33.49,48.08,102.29,16.86,36.24,165.36,87.63
4/27/2016,33.84,48.11,103.85,17.68,37.07,168.72,88.46
4/28/2016,33.49,47.67,102.4,17.61,35.56,164.99,88.03
4/29/2016,33.58,47.79,102.18,17.59,36.15,166.1,88.4
5/2/2016,33.62,46.85,103.31,17.4,35.98,165.61,89.13
5/3/2016,32.56,45.08,101.32,16.87,35.79,159.21,88.11
5/4/2016,31.42,43.41,100.59,16.57,38.17,157.37,87.94
5/5/2016,31.58,43.21,101.42,16.72,38.96,161.82,88.04
5/6/2016,31.58,42.76,101.86,16.59,39.77,159.46,88.51
5/9/2016,31.08,41.65,100.35,16.27,39.24,159.93,88.57
